pyrade
+62 13 1.2 2025 09 02 0 1000 100 0.5 0.55
18 36 56.0 +38 46 00.0 18 36 54.0 +38 46 58.0 19 22
20 41 26.0 +45 15 00.0 20 41 26.3 +45 15 47.0 19 23
19 50 47.0 +08 51 00.0 19 50 45.8 +08 52 30.0 19 24
